"Date","ID","Year","Month","Day","Location","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow","TempRange","MaxTemp","MinTemp","Rainfall","monthID","Season"
2012-08-14,88523,"2012","agosto",14,"Cairns",7.2,9.7,"SE",46,"S","ESE",20,20,48,39,1020.9,1018.1,2,1,20.9,25,"No","No",13.7,25.7,12,0,"2012-agosto","dry"
2012-08-15,88524,"2012","agosto",15,"Cairns",7.6,5.7,"SE",41,"SSE","ESE",17,22,83,57,1020,1017.2,6,7,20.6,24.1,"No","No",8.6,26.5,17.9,0.6,"2012-agosto","dry"
2012-08-16,88525,"2012","agosto",16,"Cairns",3.8,5.7,"ESE",31,"SE","SE",13,26,68,50,1018.7,1014.5,4,5,22.2,26.1,"No","No",9.9,27.2,17.3,0,"2012-agosto","dry"
2012-08-17,88526,"2012","agosto",17,"Cairns",5.2,9.6,"ENE",31,"S","ENE",17,24,66,55,1016.7,1012.7,1,3,23.4,27,"No","No",12.9,28.7,15.8,0,"2012-agosto","dry"
2012-08-18,88527,"2012","agosto",18,"Cairns",5.2,10.9,"ENE",30,"SSE","NE",13,20,62,54,1017.5,1013.4,1,1,23.9,27.5,"No","No",13,28.5,15.5,0,"2012-agosto","dry"
2012-08-19,88528,"2012","agosto",19,"Cairns",6.4,2.3,"SE",33,"S","SE",13,26,52,55,1017.8,1015.5,7,7,23.2,24.9,"No","No",13.2,27.6,14.4,0,"2012-agosto","dry"
2012-08-20,88529,"2012","agosto",20,"Cairns",4.8,1,"SE",46,"SSE","SE",24,30,64,75,1018.8,1015.3,7,8,22.4,21.7,"No","No",5,25.6,20.6,0,"2012-agosto","dry"
2012-08-21,88530,"2012","agosto",21,"Cairns",3.8,5.1,"SE",37,"SSE","S",24,15,67,71,1017.6,1014.3,5,7,23.9,25.5,"No","Yes",7.2,26.9,19.7,0,"2012-agosto","dry"
2012-08-22,88531,"2012","agosto",22,"Cairns",5,0.3,"SSE",33,"S","SSE",15,24,93,77,1016.9,1014.3,8,8,22.8,25.1,"Yes","No",5.3,26.7,21.4,3,"2012-agosto","dry"
2012-08-23,88532,"2012","agosto",23,"Cairns",3,7.6,"S",31,"SSE","ESE",15,20,82,55,1017.6,1014.4,6,1,24.4,28.3,"No","No",7,29.2,22.2,1,"2012-agosto","dry"
2012-08-24,88533,"2012","agosto",24,"Cairns",5.8,8.5,"SE",33,"SSE","E",11,24,75,60,1017.8,1015.6,7,1,24.4,28,"No","No",9,29.9,20.9,0.2,"2012-agosto","dry"
2012-08-25,88534,"2012","agosto",25,"Cairns",5.8,11,"SSE",31,"SSE","E",19,20,66,49,1018.4,1014.2,1,1,25.1,28.6,"No","No",9.5,29.5,20,0,"2012-agosto","dry"
2012-08-26,88535,"2012","agosto",26,"Cairns",7.8,10.8,"ESE",30,"S","SE",15,17,63,47,1017,1013.3,1,5,24.8,27.8,"No","No",10.5,29.7,19.2,0,"2012-agosto","dry"
2012-08-27,88536,"2012","agosto",27,"Cairns",6,10.1,"SSE",35,"S","ESE",17,17,64,50,1016.8,1013.7,1,2,24.9,29,"No","No",11.9,29.6,17.7,0,"2012-agosto","dry"
2012-08-28,88537,"2012","agosto",28,"Cairns",7.2,10,"ESE",39,"SSE","ESE",17,26,65,54,1018.5,1015.5,2,2,25.5,27.7,"No","No",9.8,29.8,20,0,"2012-agosto","dry"
2012-08-29,88538,"2012","agosto",29,"Cairns",6.2,9.1,"ENE",35,"SSE","ENE",11,22,66,59,1019.5,1015.5,3,1,25,27.3,"No","No",9.4,28.8,19.4,0,"2012-agosto","dry"
2012-08-30,88539,"2012","agosto",30,"Cairns",6.4,10,"E",31,"SSE","E",15,24,65,47,1018.5,1014.2,1,1,24.6,27.2,"No","No",9.4,28.8,19.4,0.2,"2012-agosto","dry"
2012-08-31,88540,"2012","agosto",31,"Cairns",6.8,11.1,"ENE",33,"SSE","ENE",15,26,62,50,1016.4,1012.4,1,1,23.8,27.8,"No","No",11.7,29,17.3,0,"2012-agosto","dry"
2012-09-01,88541,"2012","septiembre",1,"Cairns",8,10.3,"SE",37,"SSE","E",20,26,59,48,1017.1,1014.2,2,4,24.2,28.2,"No","No",10.8,29.4,18.6,0,"2012-septiembre","dry"
2012-09-02,88542,"2012","septiembre",2,"Cairns",6.6,7.2,"SE",48,"SSE","SE",22,35,69,50,1018.1,1015.1,6,5,23.6,26.7,"No","No",7.2,28.2,21,0,"2012-septiembre","dry"
2012-09-03,88543,"2012","septiembre",3,"Cairns",8.8,11,"ESE",41,"SSE","SE",19,30,46,44,1018.7,1014.7,1,2,23.7,25.6,"No","No",10.3,28.1,17.8,0,"2012-septiembre","dry"
2012-09-04,88544,"2012","septiembre",4,"Cairns",8,9,"SE",48,"SSE","SE",20,35,62,45,1019,1016.1,4,2,23.5,26.8,"No","No",9.6,28.3,18.7,0,"2012-septiembre","dry"
2012-09-05,88545,"2012","septiembre",5,"Cairns",9.2,2.2,"S",46,"SSE","S",24,15,60,69,1018.9,1016.2,3,8,23.7,23.5,"No","No",5.8,24.9,19.1,0,"2012-septiembre","dry"
2012-09-06,88546,"2012","septiembre",6,"Cairns",4,10,"SE",43,"SSE","E",15,24,60,42,1017.2,1013.6,5,2,24.4,27.4,"No","No",11,29.1,18.1,0,"2012-septiembre","dry"
2012-09-07,88547,"2012","septiembre",7,"Cairns",7.6,9.5,"SSW",31,"S","ESE",15,19,53,51,1017,1013.2,7,6,24.2,28.4,"No","No",13.9,29.7,15.8,0,"2012-septiembre","dry"
2012-09-08,88548,"2012","septiembre",8,"Cairns",5.4,10.9,"E",35,"S","NE",15,19,62,59,1016.7,1013.6,1,1,24.7,27.6,"No","No",13.2,30.4,17.2,0,"2012-septiembre","dry"
2012-09-09,88549,"2012","septiembre",9,"Cairns",7.2,7.7,"SE",44,"SSE","SE",24,26,62,66,1017.8,1014.6,3,6,25.9,24.7,"No","No",8.3,28.4,20.1,0,"2012-septiembre","dry"
2012-09-10,88550,"2012","septiembre",10,"Cairns",7.4,4.5,"SE",50,"S","SE",17,28,59,48,1018.5,1016.3,7,3,22.6,26.8,"No","No",10.9,28,17.1,0.4,"2012-septiembre","dry"
2012-09-11,88551,"2012","septiembre",11,"Cairns",6.4,0.9,"SSE",41,"SSE","SSE",15,28,71,58,1018.8,1015.7,7,6,24.6,25.4,"No","No",6.2,27.2,21,0,"2012-septiembre","dry"
2012-09-12,88552,"2012","septiembre",12,"Cairns",4.6,5.7,"SE",46,"SSE","SSE",19,20,70,58,1018.7,1015.3,3,5,24.4,25.9,"No","No",9.2,29,19.8,0.6,"2012-septiembre","dry"
2012-09-13,88553,"2012","septiembre",13,"Cairns",7.2,6.3,"SE",39,"SSE","SE",19,28,65,52,1016.9,1012.5,7,5,23.9,27.5,"No","No",9.3,29.4,20.1,0,"2012-septiembre","dry"
2012-09-14,88554,"2012","septiembre",14,"Cairns",7,11,"ENE",37,"SSE","NNE",9,17,64,52,1015.6,1011.9,1,3,25.2,27.4,"No","No",9.1,28.4,19.3,0.6,"2012-septiembre","dry"
2012-09-15,88555,"2012","septiembre",15,"Cairns",6.2,11,"SE",35,"S","ESE",17,22,52,38,1017.4,1014.3,1,1,25,28.4,"No","No",12.9,29.8,16.9,0,"2012-septiembre","dry"
2012-09-16,88556,"2012","septiembre",16,"Cairns",7.6,6.8,"SSE",35,"SSE","SSE",15,26,61,68,1017.9,1013.9,3,7,25.6,24.3,"No","No",9.3,28.7,19.4,0,"2012-septiembre","dry"
2012-09-17,88557,"2012","septiembre",17,"Cairns",3.8,6.8,"N",28,"ENE","NNE",7,17,65,62,1016.5,1011.5,4,3,25.1,27.3,"No","No",8.1,28.5,20.4,0,"2012-septiembre","dry"
2012-09-18,88558,"2012","septiembre",18,"Cairns",6.2,10.2,"NNE",26,"SSE","NNE",9,15,70,63,1016.6,1012.5,1,1,25.1,26.6,"No","No",8.4,28.3,19.9,0.4,"2012-septiembre","dry"
2012-09-19,88559,"2012","septiembre",19,"Cairns",6.4,11,"ENE",37,"SSE","ENE",13,26,63,58,1017.1,1013.3,1,1,25.6,27.4,"No","No",11.8,29.9,18.1,0,"2012-septiembre","dry"
2012-09-20,88560,"2012","septiembre",20,"Cairns",6.6,11.1,"SE",33,"SSE","ESE",13,19,59,23,1018.2,1012.9,1,1,26,30.1,"No","No",12.8,31.5,18.7,0,"2012-septiembre","dry"
2012-09-21,88561,"2012","septiembre",21,"Cairns",8,11.1,"NNE",30,"S","ENE",15,20,54,38,1018.5,1013.7,1,1,25.7,29.2,"No","No",11.1,30,18.9,0,"2012-septiembre","dry"
2012-09-22,88562,"2012","septiembre",22,"Cairns",7.6,11,"NE",31,"SE","NE",13,15,56,61,1016.5,1012.4,1,1,25.3,26.7,"No","No",12.2,28.6,16.4,0,"2012-septiembre","dry"
2012-09-23,88563,"2012","septiembre",23,"Cairns",5.6,10.9,"NE",31,"SSE","N",11,17,62,62,1014.8,1010.5,1,0,25.4,26.7,"No","No",10.7,28.8,18.1,0,"2012-septiembre","dry"
2012-09-24,88564,"2012","septiembre",24,"Cairns",5.4,9.9,"NE",33,"S","NE",9,17,64,63,1014.6,1011.2,2,1,25.2,27,"No","No",11,29.1,18.1,0,"2012-septiembre","dry"
2012-09-25,88565,"2012","septiembre",25,"Cairns",7.2,10.8,"ENE",33,"SSE","ENE",13,24,53,54,1015.1,1012,1,1,26.7,28.5,"No","No",13,29.8,16.8,0,"2012-septiembre","dry"
2012-09-26,88566,"2012","septiembre",26,"Cairns",6.6,10.4,"ENE",44,"SSE","ENE",13,24,58,54,1016,1011.9,1,1,26.5,28.6,"No","No",12.6,30.2,17.6,0,"2012-septiembre","dry"
2012-09-27,88567,"2012","septiembre",27,"Cairns",6.2,8.3,"ENE",43,"S","E",13,28,59,65,1017.5,1014,3,7,27.4,26.2,"No","Yes",7.8,30,22.2,0,"2012-septiembre","dry"
2012-09-28,88568,"2012","septiembre",28,"Cairns",8.2,3.1,"ESE",35,"SSE","ESE",9,19,77,59,1017.8,1013.7,6,7,24.5,25.9,"Yes","No",7.5,28.2,20.7,10.8,"2012-septiembre","dry"
2012-09-29,88569,"2012","septiembre",29,"Cairns",4.2,9.3,"NNE",30,"SE","NNE",9,15,55,56,1017.1,1013.1,4,1,25.4,26.8,"No","No",10.1,29,18.9,0.2,"2012-septiembre","dry"
2012-09-30,88570,"2012","septiembre",30,"Cairns",8,3,"ENE",30,"SSE","NE",15,13,61,59,1017.6,1014.5,7,2,25.5,26.6,"No","No",5.5,28,22.5,0,"2012-septiembre","dry"
2012-10-01,88571,"2012","octubre",1,"Cairns",4.8,9.2,"SE",37,"SE","SE",19,26,86,46,1018.6,1015.7,7,2,22.4,28.6,"No","No",8.9,29.4,20.5,0.8,"2012-octubre","dry"
2012-10-02,88572,"2012","octubre",2,"Cairns",8,11.2,"SE",56,"SE","SE",35,35,50,47,1019.4,1016,3,3,27.4,28.6,"No","Yes",8.7,30.6,21.9,0.4,"2012-octubre","dry"
2012-10-03,88573,"2012","octubre",3,"Cairns",10.8,2.3,"SSE",54,"SSE","SE",19,30,91,61,1019.6,1016.8,8,5,21.8,26.8,"Yes","Yes",6.9,27.7,20.8,9.6,"2012-octubre","dry"
2012-10-04,88574,"2012","octubre",4,"Cairns",5.4,7.8,"SE",56,"SSE","SE",22,31,56,56,1019,1015.4,3,6,25.4,25.7,"Yes","No",8,28.3,20.3,9.8,"2012-octubre","dry"
2012-10-05,88575,"2012","octubre",5,"Cairns",9,10.4,"SE",52,"SE","SSE",33,37,49,42,1017.7,1015.3,1,2,26.2,27.7,"No","No",8.9,29.2,20.3,0.2,"2012-octubre","dry"
2012-10-06,88576,"2012","octubre",6,"Cairns",10.4,1.3,"SE",37,"SSE","SE",15,22,73,58,1017.6,1014.4,7,7,24.4,26.3,"No","No",6.8,27.9,21.1,0,"2012-octubre","dry"
2012-10-07,88577,"2012","octubre",7,"Cairns",5,9.5,"ENE",33,"SSE","E",17,24,59,54,1016.8,1012.5,4,1,25.8,27.7,"No","No",9,29.2,20.2,0,"2012-octubre","dry"
2012-10-08,88578,"2012","octubre",8,"Cairns",7.4,11.4,"NE",28,"E","NE",7,15,64,61,1013.6,1009.7,1,1,25.7,26.3,"No","No",11.3,27.9,16.6,0,"2012-octubre","dry"
2012-10-09,88579,"2012","octubre",9,"Cairns",3.6,11.1,"NNE",33,"SE","NNE",11,19,63,61,1013.1,1008.9,1,0,26.1,27.8,"No","No",11.6,29,17.4,0,"2012-octubre","dry"
2012-10-10,88580,"2012","octubre",10,"Cairns",6.8,11.3,"NNE",26,"NE","NNE",4,15,64,65,1014.1,1010.9,1,1,27,27.7,"No","No",11.6,29.3,17.7,0,"2012-octubre","dry"
2012-10-11,88581,"2012","octubre",11,"Cairns",4.2,10.8,"ENE",33,"SSE","ENE",13,17,58,63,1014.6,1011.7,2,4,28.2,29.2,"No","No",11.1,31.1,20,0,"2012-octubre","dry"
2012-10-12,88582,"2012","octubre",12,"Cairns",7.6,8.5,"SE",44,"SSE","E",22,17,72,45,1017.7,1013.8,7,1,25.7,28.5,"No","No",9.4,30.3,20.9,0,"2012-octubre","dry"
2012-10-13,88583,"2012","octubre",13,"Cairns",7.8,6,"SSE",44,"SSE","ESE",22,30,57,46,1018.7,1015,7,1,25.2,28.7,"No","No",7.8,30.1,22.3,0,"2012-octubre","dry"
2012-10-14,88584,"2012","octubre",14,"Cairns",10.2,7.3,"SE",48,"SSE","SE",22,35,65,46,1019.3,1016,7,3,25.3,27.4,"No","No",7.2,29.9,22.7,0,"2012-octubre","dry"
2012-10-15,88585,"2012","octubre",15,"Cairns",10.4,11.8,"SE",61,"SSE","SE",28,37,48,42,1020,1017,1,1,27,28.4,"No","No",10.5,29.9,19.4,0,"2012-octubre","dry"
2012-10-16,88586,"2012","octubre",16,"Cairns",12,11.7,"SE",46,"SE","ESE",31,28,49,40,1019.4,1016.1,2,1,26.1,28.4,"No","No",8.5,30.1,21.6,0,"2012-octubre","dry"
2012-10-17,88587,"2012","octubre",17,"Cairns",10.6,10.1,"SE",41,"SE","ESE",17,26,52,45,1018.5,1014.2,4,1,25.4,27.9,"No","No",9.2,30.4,21.2,0,"2012-octubre","dry"
2012-10-18,88588,"2012","octubre",18,"Cairns",10,11.1,"ESE",44,"SE","SE",26,28,55,44,1016.4,1013.4,1,1,26.9,28.5,"No","Yes",10,30.4,20.4,0,"2012-octubre","dry"
2012-10-19,88589,"2012","octubre",19,"Cairns",8.8,1.7,"SE",50,"SSE","SE",22,37,89,63,1015.6,1013,8,6,23.5,26.5,"Yes","No",7.3,28.5,21.2,1.4,"2012-octubre","dry"
2012-10-20,88590,"2012","octubre",20,"Cairns",6.8,11.5,"SE",48,"SE","SE",28,35,47,42,1016.2,1012.9,4,1,26.8,28.7,"No","No",10.4,30.3,19.9,0.2,"2012-octubre","dry"
2012-10-21,88591,"2012","octubre",21,"Cairns",9,9.5,"ESE",37,"SSE","SE",22,24,53,48,1015,1011.4,2,1,27,29.7,"No","No",11.6,31.5,19.9,0,"2012-octubre","dry"
2012-10-22,88592,"2012","octubre",22,"Cairns",9.8,7.3,"SE",44,"SSE","SE",17,22,70,52,1013.9,1010,6,6,27.1,29.8,"No","No",8.8,32.1,23.3,0,"2012-octubre","dry"
2012-10-23,88593,"2012","octubre",23,"Cairns",9,6,"SSE",35,"S","NE",13,13,58,54,1013.2,1009.9,8,8,26.2,29,"No","Yes",11.8,30.4,18.6,0,"2012-octubre","dry"
2012-10-24,88594,"2012","octubre",24,"Cairns",7.6,1.6,"SE",52,"S","SE",19,33,98,56,1016,1012.5,8,7,22.1,26,"Yes","Yes",6.2,28.3,22.1,4.8,"2012-octubre","dry"
2012-10-25,88595,"2012","octubre",25,"Cairns",4.2,7.1,"SE",39,"S","ESE",19,26,68,51,1014.8,1011.2,5,3,25,27.5,"Yes","No",9,30,21,1.6,"2012-octubre","dry"
2012-10-26,88596,"2012","octubre",26,"Cairns",6.8,11.5,"ENE",33,"S","NNE",15,19,56,53,1013.1,1009.3,1,1,26.6,27.6,"No","No",11.1,29.2,18.1,0,"2012-octubre","dry"
2012-10-27,88597,"2012","octubre",27,"Cairns",7.6,8,"NNE",28,"NE","NE",11,13,51,71,1010,1008,0,6,26.8,26.4,"No","No",11.7,29.1,17.4,0,"2012-octubre","dry"
2012-10-28,88598,"2012","octubre",28,"Cairns",6.4,11.7,"E",41,"ESE","ESE",11,26,56,48,1013.5,1010.9,2,2,27.6,29.6,"No","No",10.8,30.8,20,0,"2012-octubre","dry"
2012-10-29,88599,"2012","octubre",29,"Cairns",9.2,8.4,"E",33,"SE","ENE",20,20,55,52,1015,1011.1,6,6,28.3,29.5,"No","No",8.4,31.2,22.8,0.2,"2012-octubre","dry"
2012-10-30,88600,"2012","octubre",30,"Cairns",8,7.1,"ESE",33,"SSE","ESE",19,19,60,49,1014.1,1011.5,3,3,27.7,29.6,"No","No",9.9,31.9,22,0,"2012-octubre","dry"
2012-10-31,88601,"2012","octubre",31,"Cairns",8,10.6,"E",37,"SSE","E",17,28,59,53,1015.8,1011.5,4,1,28.5,29.9,"No","No",10.6,32.2,21.6,0,"2012-octubre","dry"
2012-11-01,88602,"2012","noviembre",1,"Cairns",8,11.7,"NE",37,"SSE","ENE",17,22,59,46,1015.7,1011.2,2,2,28.5,30.1,"No","No",9.8,32,22.2,0,"2012-noviembre","wet"
2012-11-02,88603,"2012","noviembre",2,"Cairns",9,11.3,"NNE",31,"SE","N",7,15,62,56,1013.2,1009.1,2,0,27.5,28.7,"No","No",11.8,30.2,18.4,0,"2012-noviembre","wet"
2012-11-03,88604,"2012","noviembre",3,"Cairns",7.6,10.2,"NNE",33,"NNE","NNE",13,17,62,60,1012,1009.9,2,2,27.9,28.2,"No","No",12.9,30.4,17.5,0,"2012-noviembre","wet"
2012-11-04,88605,"2012","noviembre",4,"Cairns",8,9.4,"E",37,"SE","E",15,28,59,50,1014,1010.7,5,1,27.8,29.5,"No","No",9.2,31.9,22.7,0,"2012-noviembre","wet"
2012-11-05,88606,"2012","noviembre",5,"Cairns",8,10.7,"SE",37,"ESE","SE",22,30,52,48,1015.6,1011.3,3,1,29.6,30.3,"No","Yes",9.2,32.7,23.5,0,"2012-noviembre","wet"
2012-11-06,88607,"2012","noviembre",6,"Cairns",8.8,9.6,"SE",41,"SE","ESE",19,28,67,49,1015.6,1011.4,4,1,26.9,29.6,"Yes","No",9.4,31.6,22.2,3.8,"2012-noviembre","wet"
2012-11-07,88608,"2012","noviembre",7,"Cairns",9.6,8.4,"ESE",35,"SE","E",19,24,56,45,1013.6,1010.1,3,3,28.3,29.1,"No","No",10.3,31.7,21.4,0.2,"2012-noviembre","wet"
2012-11-08,88609,"2012","noviembre",8,"Cairns",8,5.4,"ENE",35,"S","NE",9,20,63,50,1012.9,1009.8,7,6,26.3,27.8,"No","No",9.3,31,21.7,0,"2012-noviembre","wet"
2012-11-09,88610,"2012","noviembre",9,"Cairns",8,3.3,"ENE",30,"S","ENE",11,19,62,60,1013.9,1011.3,7,7,26.5,27.5,"No","No",10.7,29.5,18.8,0,"2012-noviembre","wet"
2012-11-10,88611,"2012","noviembre",10,"Cairns",2.8,1.2,"ESE",30,"SE","WNW",20,9,70,89,1014.5,1011.9,7,8,26.3,24.4,"No","No",8.8,28.8,20,0,"2012-noviembre","wet"
2012-11-11,88612,"2012","noviembre",11,"Cairns",3.4,10.8,"SE",35,"SSE","E",17,22,58,45,1014.4,1011.7,2,3,28.6,30.8,"No","Yes",10.3,32.3,22,0.8,"2012-noviembre","wet"
2012-11-12,88613,"2012","noviembre",12,"Cairns",10,5.8,"SE",54,"S","SE",19,35,83,60,1016.6,1014,6,3,25,28,"Yes","Yes",7.3,30.3,23,5,"2012-noviembre","wet"
2012-11-13,88614,"2012","noviembre",13,"Cairns",6.6,5.4,"SSE",54,"SE","SE",26,35,71,52,1015.8,1013.1,5,7,25.5,27.5,"Yes","Yes",8.6,29.8,21.2,3.6,"2012-noviembre","wet"
2012-11-14,88615,"2012","noviembre",14,"Cairns",5.8,10.1,"SE",43,"SSE","SE",20,33,64,54,1015.4,1013.2,3,6,27.1,28.5,"Yes","Yes",9.6,31.6,22,3.2,"2012-noviembre","wet"
2012-11-15,88616,"2012","noviembre",15,"Cairns",10.2,10.3,"SE",35,"S","ESE",13,24,67,52,1015.3,1011.7,6,2,26.5,28.8,"Yes","No",9.4,31,21.6,4,"2012-noviembre","wet"
2012-11-16,88617,"2012","noviembre",16,"Cairns",6.8,11,"ENE",28,"S","NNE",13,17,61,65,1013.8,1010.3,2,2,27.8,28.1,"No","No",10,30.4,20.4,0,"2012-noviembre","wet"
2012-11-17,88618,"2012","noviembre",17,"Cairns",8,10.8,"NNE",28,"NNE","NNE",13,17,62,62,1012.1,1008.6,6,1,28.4,28.7,"No","No",9,30.2,21.2,0,"2012-noviembre","wet"
2012-11-18,88619,"2012","noviembre",18,"Cairns",7,6.9,"S",30,"ESE","NNE",9,13,75,71,1011.9,1007.9,6,6,26.1,29.1,"No","No",7.5,30.6,23.1,0,"2012-noviembre","wet"
2012-11-19,88620,"2012","noviembre",19,"Cairns",5.2,7.2,"ENE",35,"SSE","N",6,15,75,71,1011.2,1008.8,5,5,27.1,28.1,"No","No",9.4,33.1,23.7,1,"2012-noviembre","wet"
2012-11-20,88621,"2012","noviembre",20,"Cairns",5.8,9,"ENE",28,"E","N",7,15,66,70,1011.6,1009,5,6,29.5,29.3,"No","No",9.5,31.1,21.6,0.4,"2012-noviembre","wet"
2012-11-21,88622,"2012","noviembre",21,"Cairns",5.8,9.7,"NE",31,"ESE","NE",7,24,59,64,1013.1,1009.4,2,2,30.3,30.6,"No","No",6.1,31.3,25.2,0,"2012-noviembre","wet"
2012-11-22,88623,"2012","noviembre",22,"Cairns",8,8.2,"ENE",41,"SSE","NE",15,17,74,61,1013.4,1009.9,7,2,27.3,29.8,"No","No",6.8,31.5,24.7,0,"2012-noviembre","wet"
2012-11-23,88624,"2012","noviembre",23,"Cairns",8,11.8,"NE",33,"NE","NNE",15,19,60,56,1014.7,1011.9,2,1,29.4,29.2,"No","No",9.5,31.2,21.7,0,"2012-noviembre","wet"
2012-11-24,88625,"2012","noviembre",24,"Cairns",7,12.1,"ENE",35,"SE","ENE",9,24,51,45,1015.6,1012.8,3,1,29,31.2,"No","No",11,31.9,20.9,0,"2012-noviembre","wet"
2012-11-25,88626,"2012","noviembre",25,"Cairns",9.4,10.3,"E",37,"S","NE",13,22,60,47,1015.7,1012.2,7,1,27.4,30.5,"No","No",11.8,32.5,20.7,0,"2012-noviembre","wet"
2012-11-26,88627,"2012","noviembre",26,"Cairns",9,7.2,"ENE",41,"SE","SE",11,24,56,52,1014.3,1010.8,3,3,29.2,29.8,"No","No",7.7,32.1,24.4,0,"2012-noviembre","wet"
2012-11-27,88628,"2012","noviembre",27,"Cairns",8.8,11.9,"ESE",41,"SE","ESE",13,30,52,42,1013.9,1010.9,5,1,28.5,30.7,"No","No",9.6,33,23.4,0,"2012-noviembre","wet"
2012-11-28,88629,"2012","noviembre",28,"Cairns",9.4,11.8,"ESE",37,"SSE","ENE",22,24,58,55,1014,1010.9,7,6,27.9,29.5,"No","No",9.1,31.6,22.5,0,"2012-noviembre","wet"
2012-11-29,88630,"2012","noviembre",29,"Cairns",9,11.9,"ENE",37,"SSE","E",19,26,52,50,1013.4,1009.8,2,1,28.7,31,"No","No",10.1,33.1,23,0,"2012-noviembre","wet"
2012-11-30,88631,"2012","noviembre",30,"Cairns",9.4,2.8,"SE",41,"SSE","SSE",19,11,76,87,1013.8,1011.6,7,6,27.2,27,"No","Yes",4.8,29.6,24.8,0,"2012-noviembre","wet"
2012-12-01,NA,"2012","diciembre",1,"Cairns",7.4,3.6,"unkn",46,"unkn","unkn",11,11,80,70,1010,1005.8,7,7,26.7,29.3,"Yes","No",8.5,32.4,23.9,11,"2012-diciembre","wet"
2012-12-02,NA,"2012","diciembre",2,"Cairns",2.6,11.7,"unkn",39,"unkn","unkn",13,19,59,53,1008,1005.5,2,2,28.8,30.9,"No","No",11.4,32.8,21.4,0,"2012-diciembre","wet"
2012-12-03,NA,"2012","diciembre",3,"Cairns",3.6,9.6,"unkn",30,"unkn","unkn",13,4,54,56,1012.7,1010.2,3,0,26,26.5,"No","No",10.7,30.3,19.6,0,"2012-diciembre","wet"
2012-12-04,NA,"2012","diciembre",4,"Cairns",5.2,7.3,"unkn",30,"unkn","unkn",7,17,68,63,1008.5,1005.5,1,2,27,29.1,"No","No",10.3,30.9,20.6,0,"2012-diciembre","wet"
2012-12-05,NA,"2012","diciembre",5,"Cairns",8.6,5.8,"unkn",56,"unkn","unkn",20,31,76,65,1003.6,1001.2,7,7,27.5,30.4,"No","No",10.1,32.6,22.5,0,"2012-diciembre","wet"
2012-12-06,NA,"2012","diciembre",6,"Cairns",5.2,5.9,"unkn",30,"unkn","unkn",13,15,71,71,1010.5,1007.7,7,7,28.8,29.9,"No","Yes",8.1,32.5,24.4,0,"2012-diciembre","wet"
2012-12-07,NA,"2012","diciembre",7,"Cairns",8,11.8,"unkn",30,"unkn","unkn",4,20,64,72,1008.4,1004.1,6,7,29.9,32,"Yes","No",8.1,34.3,26.2,1.4,"2012-diciembre","wet"
2012-12-08,NA,"2012","diciembre",8,"Cairns",8.8,8.9,"unkn",41,"unkn","unkn",9,13,75,63,1007.7,1003.4,7,7,29.1,30.2,"No","No",9.1,33.3,24.2,0,"2012-diciembre","wet"
2012-12-09,NA,"2012","diciembre",9,"Cairns",6.2,9.9,"unkn",28,"unkn","unkn",2,9,70,62,1010.2,1007.5,5,2,29.3,32.3,"No","No",8.8,32.8,24,0,"2012-diciembre","wet"
2012-12-10,NA,"2012","diciembre",10,"Cairns",7,7.4,"unkn",20,"unkn","unkn",7,7,66,70,1013.8,1011.4,3,6,30.8,31.1,"No","Yes",8.5,32.9,24.4,0,"2012-diciembre","wet"
2012-12-11,NA,"2012","diciembre",11,"Cairns",7.4,11.1,"unkn",50,"unkn","unkn",17,28,55,54,1006.4,1003.2,1,4,29.2,30.9,"Yes","No",9.3,32.1,22.8,7.6,"2012-diciembre","wet"
2012-12-12,NA,"2012","diciembre",12,"Cairns",4.4,11,"unkn",37,"unkn","unkn",9,22,65,56,1006.2,1003.5,2,2,29.1,31.5,"No","No",9,32.3,23.3,0,"2012-diciembre","wet"
2012-12-13,NA,"2012","diciembre",13,"Cairns",7.8,11.2,"unkn",31,"unkn","unkn",9,24,78,57,1009.9,1006.5,5,2,27.3,33.6,"No","Yes",11.2,34,22.8,0.4,"2012-diciembre","wet"
2012-12-14,NA,"2012","diciembre",14,"Cairns",8.4,10.5,"unkn",30,"unkn","unkn",11,15,54,58,1004.7,1003.7,2,1,31.9,30.8,"Yes","No",9.5,32.6,23.1,1.4,"2012-diciembre","wet"
2012-12-15,NA,"2012","diciembre",15,"Cairns",5.4,11.3,"unkn",30,"unkn","unkn",4,13,64,61,1013.7,1010,1,1,27.1,30.4,"No","No",14,32.3,18.3,0,"2012-diciembre","wet"
2012-12-16,NA,"2012","diciembre",16,"Cairns",9,9.5,"unkn",28,"unkn","unkn",2,17,65,45,1011.4,1006.6,2,1,26.3,32.4,"No","No",11.7,31.3,19.6,0,"2012-diciembre","wet"
2012-12-17,NA,"2012","diciembre",17,"Cairns",4.6,10.5,"unkn",24,"unkn","unkn",7,13,59,48,1012.8,1009.2,1,1,27.4,31.1,"No","No",10.5,32.2,21.7,0,"2012-diciembre","wet"
